Elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
trouve	trouver	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r
maux	mal	NOMcom	NOMB.=s|GENRE=m|CAS=n
quelque	quelque	DETrel	NOMB.=s|GENRE=f|CAS=r
soulagement	soulagement	NOMcom	DEGRE=-
.	.	PONfrt	_
Clarimond	Clarimond	NOMpro	NOMB.=s|GENRE=m|CAS=n
cependant	cependant	ADVgen	NOMB.=x|GENRE=x|CAS=x
,	,	PONfbl	_
pour	pour	PRE	MORPH=empty
fondre	fondre	VERinf	MORPH=empty
tant	tant	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
glaces	glace	NOMcom	NOMB.=p|GENRE=f|CAS=r
,	,	PONfbl	_
Tâche	tâcher	VERcjg	NOMB.=s|GENRE=f|CAS=r
par	par	PRE	MORPH=empty
tous	tout	DETind	NOMB.=s|GENRE=m|CAS=n
moyens	moyen	NOMcom	NOMB.=s|GENRE=m|CAS=n
d'	de	PRE	_
avoir	avoir	VERinf	MORPH=empty
mes	mon	DETpos	MORPH=empty
bonnes	bon	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
grâces	grâce	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
;	;	PONfbl	_
Et	et	CONcoo	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
l'	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
entretiens	entretenir	VERcjg	DEGRE=-
toujours	toujours	ADVgen	NOMB.=s|GENRE=m|CAS=n
d'	de	PRE	_
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
peu	peu	ADVgen	NOMB.=s|GENRE=m|CAS=r
d'	de	PRE	_
espoir	espoir	NOMcom	MORPH=empty
.	.	PONfrt	_
À	à	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=n|CAS=r
compte	compte	NOMcom	NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	_
Daphnis	Daphnis	NOMpro	NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fort	fort	ADVgen	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
dans	dans	PRE	DEGRE=-
le	le	DETdef	PERS.=3|NOMB.=s|GENRE=m|CAS=r
devoir	devoir	NOMcom	MORPH=empty
:	:	PONfbl	_
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	_
en	en	PROadv	MORPH=empty
puis	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
souhaiter	souhaiter	VERinf	NOMB.=s|GENRE=m|CAS=n
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
meilleur	meilleur	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=c
