ami	ami	NOMcom	NOMB.=p|GENRE=m|CAS=n
Ia	ja	ADVgen	DEGRE=-
escutez	escouter	VERcjg	MODE=imp|PERS.=2|NOMB.=p
cun	come1	CONsub	MORPH=empty
Deus	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
nos	nos1	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
sace	savoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
services	servise	NOMcom	NOMB.=s|GENRE=m|CAS=n
trois	trois	DETcar	NOMB.=p|GENRE=m|CAS=r
vers	vers1	NOMcom	NOMB.=p|GENRE=m|CAS=r
Per	por2	PRE	MORPH=empty
riche	riche	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
estoire	estoire1	NOMcom	NOMB.=s|GENRE=f|CAS=r
que	que4	ADVgen	DEGRE=-
tu	tu	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
els	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
nos	nos1	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
promet	prometre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
do	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
premerein	premerain	ADJord	NOMB.=s|GENRE=m|CAS=r
aparesre	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=r
à	a3	PRE	MORPH=empty
Frace	France	NOMpro	NOMB.=s|GENRE=f|CAS=r
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
crestïens	crestiien	NOMcom	NOMB.=s|GENRE=m|CAS=n
demena	demener	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=n
venist	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
nun	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r
menïant	Menïant	NOMpro	NOMB.=s|GENRE=m|CAS=r
MOULT	mout	ADVgen	DEGRE=-
conment	coment1	CONsub	MORPH=empty
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
pour	por2	PRE	MORPH=empty
escrit	escrit	NOMcom	NOMB.=s|GENRE=m|CAS=r
tanz	tant	ADVgen	DEGRE=-
e	et	PRE	MORPH=empty
VIIXX	set+vint	DETcar	NOMB.=p|GENRE=m|CAS=r
Et	et	CONcoo	MORPH=empty
XXVI	vint+sis2	DETcar	NOMB.=p|GENRE=m|CAS=r
jorz	jor	NOMcom	NOMB.=p|GENRE=m|CAS=r
sout	savoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
lou	le	DETdef	NOMB.=s|GENRE=m|CAS=n
vavassur	vavassor	NOMcom	NOMB.=s|GENRE=m|CAS=n
Sarasin	Sarrasin	NOMpro	NOMB.=p|GENRE=m|CAS=n
Et	et	CONcoo	MORPH=empty
ne	ne2	ADVneg	MORPH=empty
Fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r
hermite	ermite	NOMcom	NOMB.=s|GENRE=m|CAS=r
si	se	CONsub	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
emmy	enmi	PRE	MORPH=empty
